Id,mean_2_minutes_EDA_mindfulness,std_2_minutes_EDA_mindfulness,mean_valid_2_minutes_EDA_mindfulness,std_valid_2_minutes_EDA_mindfulness
sub_009,23.820598746587144,1.8848135957645498,29.044473660198896,0.36484919372762376
sub_015,,,,
sub_026,23.884376688582627,1.6757620064488479,29.016506260035516,0.6573052152502548
sub_028,24.157623908229198,2.041101164566835,28.625206772890817,0.42018426690303096
sub_032,26.019419117448937,0.5317263113041374,29.1260601644936,0.4241928035266898
sub_039,24.275757210889797,0.5252924629174631,28.617639681976883,0.4322515084427771
sub_040,24.59328477113668,0.5797445005145591,29.100835034280177,0.40634398697113083
sub_042,23.300875711699486,1.7003083579809846,27.821345046512967,0.5338529946728126
sub_046,,,,
sub_054,24.163932750401326,1.3412955181417898,28.84343521726927,0.4093206948361341
sub_072,23.516550528059216,1.3601775918995072,28.22554212114106,0.6437079029485704
sub_076,24.51753941504783,0.5131182818224215,28.918870797556703,0.4610099387570776
sub_077,24.286706940811836,1.1017305868678897,28.86745849160403,0.5151811154986727
sub_080,24.4260478883613,0.7232566809473868,28.82040702415908,0.48293240195194714
sub_083,21.757852770051883,6.1626513318366,26.125021983150507,7.229990561013875
sub_089,24.36085865366681,1.1866366182545665,29.00726868141041,0.4599400748644049
sub_094,24.46986896535569,0.6162203335384394,28.86014947301234,0.47110533076354033
sub_101,24.379231265784078,1.2553334083092709,29.299285244448935,0.6460911271579626
sub_105,23.960392565943923,1.1819703500390506,28.432102501733414,0.5630119918544795
sub_107,24.245737317355285,0.7170352684675598,28.571851487435833,0.44628498769539293
sub_115,23.78273719031883,0.3886398044587153,28.144237177377686,0.4382579913921112
sub_118,23.88190222558521,0.4355014844329444,27.97016758464091,0.48950286118230657
sub_120,24.170741022250592,0.4403204451370697,28.483878763131468,0.34362305220965683
sub_124,23.411519053043467,0.26427413713499787,27.474505189342647,0.2050122593284353
sub_128,24.296867020651828,0.4069630531690029,28.55559325235684,0.3218103272650114
sub_140,33.22637350737438,8.624207895266183,37.12146722596735,9.413298110730894
sub_143,,,,
sub_146,23.680333937456577,1.0680183605703881,28.11083435805328,0.5563266123576877
sub_406,,,,
sub_437,,,,
sub_442,18.464680203169582,10.053537104423183,21.647003424510363,11.839211411372375
sub_448,11.600131918358866,6.007380648382538,13.67899798107755,7.003918641701
sub_450,23.627950356246142,10.81177894548969,27.71075952950395,12.52654738489656
sub_462,,,,
sub_465,,,,
sub_480,31.083990872017367,13.053884880449923,36.26524551921079,15.190771201224033
sub_487,14.085822007195796,5.789133550964552,16.514261261249256,6.788613141943592
sub_515,,,,
sub_777,18.238881269861647,7.515077431996826,21.338996553843916,8.833192301433655
sub_778,22.27984191701836,7.384862274534595,26.39904378665571,8.458409102399964
sub_792,,,,
sub_803,,,,
